"Var1","Var2","Var3","n","e","TF_fam","comploc_n","b","c","d","tfpercentage","pval","adj.p"
"FUM","peroxisome","PHD",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","PHD",1,"ICDH_peroxisome",1,70,69,0,892,1.42857142857143,0.0727650727650726,1
"MDH","peroxisome","PHD",1,"MDH_peroxisome",1,143,142,0,819,0.699300699300699,0.148648648648648,1
"OGDH","peroxisome","PHD",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","PHD",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","PHD",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","PHD",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","PHD",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","PHD",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","PHD",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","PHD",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","PHD",1,"MDH_plastid",1,96,95,0,866,1.04166666666667,0.0997920997920997,1
"OGDH","plastid","PHD",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","PHD",1,"PDH_plastid",1,330,329,0,632,0.303030303030303,0.343035343035343,1
"SCL","plastid","PHD",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","PHD",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"ACO","cytosol","RAV",0,"ACO_cytosol",10,65,65,10,887,0,1,1
"CSY","cytosol","RAV",0,"CSY_cytosol",10,NA,NA,10,NA,NA,NA,NA
"FUM","cytosol","RAV",0,"FUM_cytosol",10,39,39,10,913,0,1,1
"ICDH","cytosol","RAV",0,"ICDH_cytosol",10,173,173,10,779,0,1,1
"MDH","cytosol","RAV",0,"MDH_cytosol",10,215,215,10,737,0,1,1
"OGDH","cytosol","RAV",0,"OGDH_cytosol",10,NA,NA,10,NA,NA,NA,NA
"PDH","cytosol","RAV",0,"PDH_cytosol",10,NA,NA,10,NA,NA,NA,NA
"SCL","cytosol","RAV",0,"SCL_cytosol",10,NA,NA,10,NA,NA,NA,NA
"SDH","cytosol","RAV",0,"SDH_cytosol",10,NA,NA,10,NA,NA,NA,NA
"ACO","mitochondrion","RAV",2,"ACO_mitochondrion",10,214,212,8,740,0.934579439252336,0.689539565399343,1
"CSY","mitochondrion","RAV",2,"CSY_mitochondrion",10,167,165,8,787,1.19760479041916,0.540349640277645,1
"FUM","mitochondrion","RAV",1,"FUM_mitochondrion",10,46,45,9,907,2.17391304347826,0.388809097138264,1
"ICDH","mitochondrion","RAV",4,"ICDH_mitochondrion",10,202,198,6,754,1.98019801980198,0.138003627944762,1
"MDH","mitochondrion","RAV",3,"MDH_mitochondrion",10,149,146,7,806,2.01342281879195,0.191798702869079,1
"OGDH","mitochondrion","RAV",7,"OGDH_mitochondrion",10,148,141,3,811,4.72972972972973,0.000143152912453697,0.00658503397287004
"PDH","mitochondrion","RAV",6,"PDH_mitochondrion",10,471,465,4,487,1.27388535031847,0.350904539833974,1
"SCL","mitochondrion","RAV",0,"SCL_mitochondrion",10,17,17,10,935,0,1,1
"SDH","mitochondrion","RAV",7,"SDH_mitochondrion",10,375,368,3,584,1.86666666666667,0.0467013973296155,1
"ACO","peroxisome","RAV",0,"ACO_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"CSY","peroxisome","RAV",0,"CSY_peroxisome",10,150,150,10,802,0,1,1
"FUM","peroxisome","RAV",0,"FUM_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"ICDH","peroxisome","RAV",0,"ICDH_peroxisome",10,70,70,10,882,0,1,1
"MDH","peroxisome","RAV",1,"MDH_peroxisome",10,143,142,9,810,0.699300699300699,0.801611909970212,1
"OGDH","peroxisome","RAV",0,"OGDH_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"PDH","peroxisome","RAV",0,"PDH_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"SCL","peroxisome","RAV",0,"SCL_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"SDH","peroxisome","RAV",0,"SDH_peroxisome",10,NA,NA,10,NA,NA,NA,NA
"ACO","plastid","RAV",0,"ACO_plastid",10,NA,NA,10,NA,NA,NA,NA
"CSY","plastid","RAV",0,"CSY_plastid",10,NA,NA,10,NA,NA,NA,NA
"FUM","plastid","RAV",0,"FUM_plastid",10,NA,NA,10,NA,NA,NA,NA
"ICDH","plastid","RAV",0,"ICDH_plastid",10,NA,NA,10,NA,NA,NA,NA
"MDH","plastid","RAV",3,"MDH_plastid",10,96,93,7,859,3.125,0.0688425328208585,1
"OGDH","plastid","RAV",0,"OGDH_plastid",10,NA,NA,10,NA,NA,NA,NA
"PDH","plastid","RAV",4,"PDH_plastid",10,330,326,6,626,1.21212121212121,0.467341933115392,1
"SCL","plastid","RAV",0,"SCL_plastid",10,NA,NA,10,NA,NA,NA,NA
"SDH","plastid","RAV",0,"SDH_plastid",10,NA,NA,10,NA,NA,NA,NA
"ACO","cytosol","REM",0,"ACO_cytosol",7,65,65,7,890,0,1,1
"CSY","cytosol","REM",0,"CSY_cytosol",7,NA,NA,7,NA,NA,NA,NA
"FUM","cytosol","REM",0,"FUM_cytosol",7,39,39,7,916,0,1,1
"ICDH","cytosol","REM",2,"ICDH_cytosol",7,173,171,5,784,1.15606936416185,0.367314715432643,1
"MDH","cytosol","REM",3,"MDH_cytosol",7,215,212,4,743,1.3953488372093,0.190042718503107,1
"OGDH","cytosol","REM",0,"OGDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"PDH","cytosol","REM",0,"PDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"SCL","cytosol","REM",0,"SCL_cytosol",7,NA,NA,7,NA,NA,NA,NA
"SDH","cytosol","REM",0,"SDH_cytosol",7,NA,NA,7,NA,NA,NA,NA
"ACO","mitochondrion","REM",1,"ACO_mitochondrion",7,214,213,6,742,0.467289719626168,0.829250549219301,1
"CSY","mitochondrion","REM",2,"CSY_mitochondrion",7,167,165,5,790,1.19760479041916,0.349752601731685,1
"FUM","mitochondrion","REM",0,"FUM_mitochondrion",7,46,46,7,909,0,1,1
"ICDH","mitochondrion","REM",2,"ICDH_mitochondrion",7,202,200,5,755,0.99009900990099,0.45093363629503,1
"MDH","mitochondrion","REM",1,"MDH_mitochondrion",7,149,148,6,807,0.671140939597315,0.693336402593899,1
"OGDH","mitochondrion","REM",3,"OGDH_mitochondrion",7,148,145,4,810,2.02702702702703,0.0778704089950001,1
"PDH","mitochondrion","REM",3,"PDH_mitochondrion",7,471,468,4,487,0.636942675159236,0.756867197315946,1
"SCL","mitochondrion","REM",0,"SCL_mitochondrion",7,17,17,7,938,0,1,1
"SDH","mitochondrion","REM",5,"SDH_mitochondrion",7,375,370,2,585,1.33333333333333,0.0859491231752893,1
"ACO","peroxisome","REM",0,"ACO_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"CSY","peroxisome","REM",2,"CSY_peroxisome",7,150,148,5,807,1.33333333333333,0.299916805921621,1
"FUM","peroxisome","REM",0,"FUM_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"ICDH","peroxisome","REM",0,"ICDH_peroxisome",7,70,70,7,885,0,1,1
"MDH","peroxisome","REM",1,"MDH_peroxisome",7,143,142,6,813,0.699300699300699,0.6770774740873,1
"OGDH","peroxisome","REM",0,"OGDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"PDH","peroxisome","REM",0,"PDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"SCL","peroxisome","REM",0,"SCL_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"SDH","peroxisome","REM",0,"SDH_peroxisome",7,NA,NA,7,NA,NA,NA,NA
"ACO","plastid","REM",0,"ACO_plastid",7,NA,NA,7,NA,NA,NA,NA
"CSY","plastid","REM",0,"CSY_plastid",7,NA,NA,7,NA,NA,NA,NA
"FUM","plastid","REM",0,"FUM_plastid",7,NA,NA,7,NA,NA,NA,NA
"ICDH","plastid","REM",0,"ICDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"MDH","plastid","REM",2,"MDH_plastid",7,96,94,5,861,2.08333333333333,0.148657957162878,1
"OGDH","plastid","REM",0,"OGDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"PDH","plastid","REM",2,"PDH_plastid",7,330,328,5,627,0.606060606060606,0.755095238319639,1
"SCL","plastid","REM",0,"SCL_plastid",7,NA,NA,7,NA,NA,NA,NA
"SDH","plastid","REM",0,"SDH_plastid",7,NA,NA,7,NA,NA,NA,NA
"ACO","cytosol","SBP",0,"ACO_cytosol",8,65,65,8,889,0,1,1
"CSY","cytosol","SBP",0,"CSY_cytosol",8,NA,NA,8,NA,NA,NA,NA
"FUM","cytosol","SBP",0,"FUM_cytosol",8,39,39,8,915,0,1,1
"ICDH","cytosol","SBP",1,"ICDH_cytosol",8,173,172,7,782,0.578034682080925,0.796564039840831,1
"MDH","cytosol","SBP",1,"MDH_cytosol",8,215,214,7,740,0.465116279069767,0.868929705964822,1
"OGDH","cytosol","SBP",0,"OGDH_cytosol",8,NA,NA,8,NA,NA,NA,NA
"PDH","cytosol","SBP",0,"PDH_cytosol",8,NA,NA,8,NA,NA,NA,NA
"SCL","cytosol","SBP",0,"SCL_cytosol",8,NA,NA,8,NA,NA,NA,NA
"SDH","cytosol","SBP",0,"SDH_cytosol",8,NA,NA,8,NA,NA,NA,NA
"ACO","mitochondrion","SBP",1,"ACO_mitochondrion",8,214,213,7,741,0.467289719626168,0.867512729813091,1
"CSY","mitochondrion","SBP",1,"CSY_mitochondrion",8,167,166,7,788,0.598802395209581,0.783794974346001,1
"FUM","mitochondrion","SBP",0,"FUM_mitochondrion",8,46,46,8,908,0,1,1
"ICDH","mitochondrion","SBP",2,"ICDH_mitochondrion",8,202,200,6,754,0.99009900990099,0.526305222766525,1
"MDH","mitochondrion","SBP",1,"MDH_mitochondrion",8,149,148,7,806,0.671140939597315,0.741182346063542,1
"OGDH","mitochondrion","SBP",0,"OGDH_mitochondrion",8,148,148,8,806,0,1,1
"PDH","mitochondrion","SBP",1,"PDH_mitochondrion",8,471,470,7,484,0.212314225053079,0.995522541457175,1
"SCL","mitochondrion","SBP",1,"SCL_mitochondrion",8,17,16,7,938,5.88235294117647,0.133386808815944,1
"SDH","mitochondrion","SBP",2,"SDH_mitochondrion",8,375,373,6,581,0.533333333333333,0.88357985971439,1
"ACO","peroxisome","SBP",0,"ACO_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"CSY","peroxisome","SBP",2,"CSY_peroxisome",8,150,148,6,806,1.33333333333333,0.361710459849203,1
"FUM","peroxisome","SBP",0,"FUM_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"ICDH","peroxisome","SBP",0,"ICDH_peroxisome",8,70,70,8,884,0,1,1
"MDH","peroxisome","SBP",4,"MDH_peroxisome",8,143,139,4,815,2.7972027972028,0.0202006181741908,0.868626581490204
"OGDH","peroxisome","SBP",0,"OGDH_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"PDH","peroxisome","SBP",0,"PDH_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"SCL","peroxisome","SBP",0,"SCL_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"SDH","peroxisome","SBP",0,"SDH_peroxisome",8,NA,NA,8,NA,NA,NA,NA
"ACO","plastid","SBP",0,"ACO_plastid",8,NA,NA,8,NA,NA,NA,NA
"CSY","plastid","SBP",0,"CSY_plastid",8,NA,NA,8,NA,NA,NA,NA
"FUM","plastid","SBP",0,"FUM_plastid",8,NA,NA,8,NA,NA,NA,NA
"ICDH","plastid","SBP",0,"ICDH_plastid",8,NA,NA,8,NA,NA,NA,NA
"MDH","plastid","SBP",1,"MDH_plastid",8,96,95,7,859,1.04166666666667,0.570133541532476,1
"OGDH","plastid","SBP",0,"OGDH_plastid",8,NA,NA,8,NA,NA,NA,NA
"PDH","plastid","SBP",1,"PDH_plastid",8,330,329,7,625,0.303030303030303,0.9658262878556,1
"SCL","plastid","SBP",0,"SCL_plastid",8,NA,NA,8,NA,NA,NA,NA
"SDH","plastid","SBP",0,"SDH_plastid",8,NA,NA,8,NA,NA,NA,NA
"ACO","cytosol","TCP",0,"ACO_cytosol",9,65,65,9,888,0,1,1
"CSY","cytosol","TCP",0,"CSY_cytosol",9,NA,NA,9,NA,NA,NA,NA
"FUM","cytosol","TCP",0,"FUM_cytosol",9,39,39,9,914,0,1,1
"ICDH","cytosol","TCP",1,"ICDH_cytosol",9,173,172,8,781,0.578034682080925,0.833455466578291,1
"MDH","cytosol","TCP",1,"MDH_cytosol",9,215,214,8,739,0.465116279069767,0.8984686087086,1
"OGDH","cytosol","TCP",0,"OGDH_cytosol",9,NA,NA,9,NA,NA,NA,NA
"PDH","cytosol","TCP",0,"PDH_cytosol",9,NA,NA,9,NA,NA,NA,NA
"SCL","cytosol","TCP",0,"SCL_cytosol",9,NA,NA,9,NA,NA,NA,NA
"SDH","cytosol","TCP",0,"SDH_cytosol",9,NA,NA,9,NA,NA,NA,NA
"ACO","mitochondrion","TCP",1,"ACO_mitochondrion",9,214,213,8,740,0.467289719626168,0.89723209650072,1
"CSY","mitochondrion","TCP",0,"CSY_mitochondrion",9,167,167,9,786,0,1,1
"FUM","mitochondrion","TCP",0,"FUM_mitochondrion",9,46,46,9,907,0,1,1
"ICDH","mitochondrion","TCP",1,"ICDH_mitochondrion",9,202,201,8,752,0.495049504950495,0.881314414180581,1
"MDH","mitochondrion","TCP",3,"MDH_mitochondrion",9,149,146,6,807,2.01342281879195,0.150580846798852,1
"OGDH","mitochondrion","TCP",0,"OGDH_mitochondrion",9,148,148,9,805,0,1,1
"PDH","mitochondrion","TCP",1,"PDH_mitochondrion",9,471,470,8,483,0.212314225053079,0.997733110611966,1
"SCL","mitochondrion","TCP",0,"SCL_mitochondrion",9,17,17,9,936,0,1,1
"SDH","mitochondrion","TCP",1,"SDH_mitochondrion",9,375,374,8,579,0.266666666666667,0.988552694473515,1
"ACO","peroxisome","TCP",0,"ACO_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"CSY","peroxisome","TCP",7,"CSY_peroxisome",9,150,143,2,810,4.66666666666667,5.4029931201597e-05,0.00259343669767666
"FUM","peroxisome","TCP",0,"FUM_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"ICDH","peroxisome","TCP",0,"ICDH_peroxisome",9,70,70,9,883,0,1,1
"MDH","peroxisome","TCP",0,"MDH_peroxisome",9,143,143,9,810,0,1,1
"OGDH","peroxisome","TCP",0,"OGDH_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"PDH","peroxisome","TCP",0,"PDH_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"SCL","peroxisome","TCP",0,"SCL_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"SDH","peroxisome","TCP",0,"SDH_peroxisome",9,NA,NA,9,NA,NA,NA,NA
"ACO","plastid","TCP",0,"ACO_plastid",9,NA,NA,9,NA,NA,NA,NA
"CSY","plastid","TCP",0,"CSY_plastid",9,NA,NA,9,NA,NA,NA,NA
"FUM","plastid","TCP",0,"FUM_plastid",9,NA,NA,9,NA,NA,NA,NA
"ICDH","plastid","TCP",0,"ICDH_plastid",9,NA,NA,9,NA,NA,NA,NA
"MDH","plastid","TCP",0,"MDH_plastid",9,96,96,9,857,0,1,1
"OGDH","plastid","TCP",0,"OGDH_plastid",9,NA,NA,9,NA,NA,NA,NA
"PDH","plastid","TCP",1,"PDH_plastid",9,330,329,8,624,0.303030303030303,0.977647383251461,1
"SCL","plastid","TCP",0,"SCL_plastid",9,NA,NA,9,NA,NA,NA,NA
"SDH","plastid","TCP",0,"SDH_plastid",9,NA,NA,9,NA,NA,NA,NA
"ACO","cytosol","Trihelix",0,"ACO_cytosol",12,65,65,12,885,0,1,1
"CSY","cytosol","Trihelix",0,"CSY_cytosol",12,NA,NA,12,NA,NA,NA,NA
"FUM","cytosol","Trihelix",2,"FUM_cytosol",12,39,37,10,913,5.12820512820513,0.0818059292288852,1
"ICDH","cytosol","Trihelix",7,"ICDH_cytosol",12,173,166,5,784,4.04624277456647,0.0019154010835885,0.0842776476778941
"MDH","cytosol","Trihelix",8,"MDH_cytosol",12,215,207,4,743,3.72093023255814,0.00118377131120331,0.0520859376929458
"OGDH","cytosol","Trihelix",0,"OGDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"PDH","cytosol","Trihelix",0,"PDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"SCL","cytosol","Trihelix",0,"SCL_cytosol",12,NA,NA,12,NA,NA,NA,NA
"SDH","cytosol","Trihelix",0,"SDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"ACO","mitochondrion","Trihelix",2,"ACO_mitochondrion",12,214,212,10,738,0.934579439252336,0.78530625337739,1
"CSY","mitochondrion","Trihelix",8,"CSY_mitochondrion",12,167,159,4,791,4.79041916167665,0.000186948815025521,0.00897354312122501
"FUM","mitochondrion","Trihelix",2,"FUM_mitochondrion",12,46,44,10,906,4.34782608695652,0.108857481073204,1
"ICDH","mitochondrion","Trihelix",8,"ICDH_mitochondrion",12,202,194,4,756,3.96039603960396,0.000755919625762101,0.0362841420365809
"MDH","mitochondrion","Trihelix",9,"MDH_mitochondrion",12,149,140,3,810,6.04026845637584,5.98686050317745e-06,0.000287369304152518
"OGDH","mitochondrion","Trihelix",9,"OGDH_mitochondrion",12,148,139,3,811,6.08108108108108,5.64357713493628e-06,0.000265248125342005
"PDH","mitochondrion","Trihelix",10,"PDH_mitochondrion",12,471,461,2,489,2.12314225053079,0.0156521076763838,0.688692737760887
"SCL","mitochondrion","Trihelix",0,"SCL_mitochondrion",12,17,17,12,933,0,1,1
"SDH","mitochondrion","Trihelix",9,"SDH_mitochondrion",12,375,366,3,584,2.4,0.0121618915963225,0.522961338641867
"ACO","peroxisome","Trihelix",0,"ACO_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"CSY","peroxisome","Trihelix",6,"CSY_peroxisome",12,150,144,6,806,4,0.00534577769187181,0.245905773826103
"FUM","peroxisome","Trihelix",0,"FUM_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"ICDH","peroxisome","Trihelix",4,"ICDH_peroxisome",12,70,66,8,884,5.71428571428571,0.00815364377623487,0.366913969930569
"MDH","peroxisome","Trihelix",6,"MDH_peroxisome",12,143,137,6,813,4.1958041958042,0.00416597510030636,0.187468879513786
"OGDH","peroxisome","Trihelix",0,"OGDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"PDH","peroxisome","Trihelix",0,"PDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"SCL","peroxisome","Trihelix",0,"SCL_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"SDH","peroxisome","Trihelix",0,"SDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"ACO","plastid","Trihelix",0,"ACO_plastid",12,NA,NA,12,NA,NA,NA,NA
"CSY","plastid","Trihelix",0,"CSY_plastid",12,NA,NA,12,NA,NA,NA,NA
"FUM","plastid","Trihelix",0,"FUM_plastid",12,NA,NA,12,NA,NA,NA,NA
"ICDH","plastid","Trihelix",0,"ICDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"MDH","plastid","Trihelix",8,"MDH_plastid",12,96,88,4,862,8.33333333333333,2.63859883848473e-06,0.000126652744247267
"OGDH","plastid","Trihelix",0,"OGDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"PDH","plastid","Trihelix",9,"PDH_plastid",12,330,321,3,629,2.72727272727273,0.00457544225534982,0.205894901490742
"SCL","plastid","Trihelix",0,"SCL_plastid",12,NA,NA,12,NA,NA,NA,NA
"SDH","plastid","Trihelix",0,"SDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"ACO","cytosol","TUB",1,"ACO_cytosol",1,65,64,0,897,1.53846153846154,0.0675675675675675,1
"CSY","cytosol","TUB",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","TUB",0,"FUM_cytosol",1,39,39,1,922,0,1,1
"ICDH","cytosol","TUB",0,"ICDH_cytosol",1,173,173,1,788,0,1,1
"MDH","cytosol","TUB",0,"MDH_cytosol",1,215,215,1,746,0,1,1
"OGDH","cytosol","TUB",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","TUB",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","TUB",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","TUB",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"ACO","mitochondrion","TUB",1,"ACO_mitochondrion",1,214,213,0,748,0.467289719626168,0.222453222453223,1
"CSY","mitochondrion","TUB",0,"CSY_mitochondrion",1,167,167,1,794,0,1,1
"FUM","mitochondrion","TUB",0,"FUM_mitochondrion",1,46,46,1,915,0,1,1
"ICDH","mitochondrion","TUB",0,"ICDH_mitochondrion",1,202,202,1,759,0,1,1
"MDH","mitochondrion","TUB",0,"MDH_mitochondrion",1,149,149,1,812,0,1,1
"OGDH","mitochondrion","TUB",0,"OGDH_mitochondrion",1,148,148,1,813,0,1,1
"PDH","mitochondrion","TUB",0,"PDH_mitochondrion",1,471,471,1,490,0,1,1
"SCL","mitochondrion","TUB",0,"SCL_mitochondrion",1,17,17,1,944,0,1,1
"SDH","mitochondrion","TUB",0,"SDH_mitochondrion",1,375,375,1,586,0,1,1
"ACO","peroxisome","TUB",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","TUB",0,"CSY_peroxisome",1,150,150,1,811,0,1,1
"FUM","peroxisome","TUB",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","TUB",0,"ICDH_peroxisome",1,70,70,1,891,0,1,1
"MDH","peroxisome","TUB",0,"MDH_peroxisome",1,143,143,1,818,0,1,1
"OGDH","peroxisome","TUB",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","TUB",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","TUB",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","TUB",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","TUB",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","TUB",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","TUB",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","TUB",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","TUB",0,"MDH_plastid",1,96,96,1,865,0,1,1
"OGDH","plastid","TUB",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","TUB",0,"PDH_plastid",1,330,330,1,631,0,1,1
"SCL","plastid","TUB",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","TUB",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"ACO","cytosol","VOZ",0,"ACO_cytosol",1,65,65,1,896,0,1,1
"CSY","cytosol","VOZ",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","VOZ",0,"FUM_cytosol",1,39,39,1,922,0,1,1
"ICDH","cytosol","VOZ",0,"ICDH_cytosol",1,173,173,1,788,0,1,1
"MDH","cytosol","VOZ",0,"MDH_cytosol",1,215,215,1,746,0,1,1
"OGDH","cytosol","VOZ",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","VOZ",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","VOZ",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","VOZ",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"ACO","mitochondrion","VOZ",0,"ACO_mitochondrion",1,214,214,1,747,0,1,1
"CSY","mitochondrion","VOZ",0,"CSY_mitochondrion",1,167,167,1,794,0,1,1
"FUM","mitochondrion","VOZ",0,"FUM_mitochondrion",1,46,46,1,915,0,1,1
"ICDH","mitochondrion","VOZ",0,"ICDH_mitochondrion",1,202,202,1,759,0,1,1
"MDH","mitochondrion","VOZ",1,"MDH_mitochondrion",1,149,148,0,813,0.671140939597315,0.154885654885655,1
"OGDH","mitochondrion","VOZ",0,"OGDH_mitochondrion",1,148,148,1,813,0,1,1
"PDH","mitochondrion","VOZ",0,"PDH_mitochondrion",1,471,471,1,490,0,1,1
"SCL","mitochondrion","VOZ",0,"SCL_mitochondrion",1,17,17,1,944,0,1,1
"SDH","mitochondrion","VOZ",1,"SDH_mitochondrion",1,375,374,0,587,0.266666666666667,0.38981288981289,1
"ACO","peroxisome","VOZ",0,"ACO_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"CSY","peroxisome","VOZ",0,"CSY_peroxisome",1,150,150,1,811,0,1,1
"FUM","peroxisome","VOZ",0,"FUM_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ICDH","peroxisome","VOZ",0,"ICDH_peroxisome",1,70,70,1,891,0,1,1
"MDH","peroxisome","VOZ",0,"MDH_peroxisome",1,143,143,1,818,0,1,1
"OGDH","peroxisome","VOZ",0,"OGDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"PDH","peroxisome","VOZ",0,"PDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SCL","peroxisome","VOZ",0,"SCL_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"SDH","peroxisome","VOZ",0,"SDH_peroxisome",1,NA,NA,1,NA,NA,NA,NA
"ACO","plastid","VOZ",0,"ACO_plastid",1,NA,NA,1,NA,NA,NA,NA
"CSY","plastid","VOZ",0,"CSY_plastid",1,NA,NA,1,NA,NA,NA,NA
"FUM","plastid","VOZ",0,"FUM_plastid",1,NA,NA,1,NA,NA,NA,NA
"ICDH","plastid","VOZ",0,"ICDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"MDH","plastid","VOZ",0,"MDH_plastid",1,96,96,1,865,0,1,1
"OGDH","plastid","VOZ",0,"OGDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"PDH","plastid","VOZ",1,"PDH_plastid",1,330,329,0,632,0.303030303030303,0.343035343035343,1
"SCL","plastid","VOZ",0,"SCL_plastid",1,NA,NA,1,NA,NA,NA,NA
"SDH","plastid","VOZ",0,"SDH_plastid",1,NA,NA,1,NA,NA,NA,NA
"ACO","cytosol","Whirly",0,"ACO_cytosol",1,65,65,1,896,0,1,1
"CSY","cytosol","Whirly",0,"CSY_cytosol",1,NA,NA,1,NA,NA,NA,NA
"FUM","cytosol","Whirly",0,"FUM_cytosol",1,39,39,1,922,0,1,1
"ICDH","cytosol","Whirly",0,"ICDH_cytosol",1,173,173,1,788,0,1,1
"MDH","cytosol","Whirly",0,"MDH_cytosol",1,215,215,1,746,0,1,1
"OGDH","cytosol","Whirly",0,"OGDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"PDH","cytosol","Whirly",0,"PDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SCL","cytosol","Whirly",0,"SCL_cytosol",1,NA,NA,1,NA,NA,NA,NA
"SDH","cytosol","Whirly",0,"SDH_cytosol",1,NA,NA,1,NA,NA,NA,NA
