"","tffam","enzloc","pval"
"562","MYB-related","MDH_peroxisome",1
"563","GRAS","MDH_peroxisome",1
"564","BZR","MDH_peroxisome",1
"565","Alfin-like","MDH_peroxisome",1
"566","HSF","MDH_peroxisome",1
"567","CAMTA","MDH_peroxisome",1
"568","VOZ","MDH_peroxisome",1
"569","CCAAT-HAP3","MDH_peroxisome",0.475239519808741
"570","CCAAT-HAP5","MDH_peroxisome",1
"571","C2C2-CO-like","MDH_peroxisome",1
"572","C2C2-YABBY","MDH_peroxisome",0.275332564614563
"573","ABI3VP1","MDH_peroxisome",1
"574","CCAAT-HAP2","MDH_peroxisome",1
"575","TUB","MDH_peroxisome",1
"576","ZIM","MDH_peroxisome",1
"577","bHLH","MDH_plastid",0.966028613671611
"578","MYB","MDH_plastid",0.882538994727303
"579","E2F-DP","MDH_plastid",0.189719215733784
"580","AP2-EREBP","MDH_plastid",0.000276841017403829
"581","Trihelix","MDH_plastid",2.63859883848473e-06
"582","ARID","MDH_plastid",0.0154189081538483
"583","C2H2","MDH_plastid",0.995947212091708
"584","GeBP","MDH_plastid",4.87445587428475e-05
"585","NAC","MDH_plastid",0.169591427902139
"586","C2C2-Gata","MDH_plastid",0.350324122666695
"587","bZIP","MDH_plastid",0.0445985992480611
"588","EIL","MDH_plastid",1
"589","LBD","MDH_plastid",0.0663634671762551
"590","MADS","MDH_plastid",1
"591","TCP","MDH_plastid",1
"592","SBP","MDH_plastid",0.570133541532476
"593","G2-like","MDH_plastid",0.930292043512265
"594","C3H","MDH_plastid",1
"595","CPP","MDH_plastid",0.0276630588805407
"596","GRF","MDH_plastid",0.0517433533034678
"597","REM","MDH_plastid",0.148657957162878
"598","Homeobox","MDH_plastid",0.590529360315568
"599","PHD","MDH_plastid",0.0997920997920997
"600","C2C2-Dof","MDH_plastid",1
"601","WRKY","MDH_plastid",1
"602","CCAAT-DR1","MDH_plastid",1
"603","ARF","MDH_plastid",0.301749374557748
"604","RAV","MDH_plastid",0.0688425328208585
"605","NLP","MDH_plastid",1
"606","ARR-B","MDH_plastid",1
"607","ZF-HD","MDH_plastid",1
"608","Whirly","MDH_plastid",1
"609","BBR/BPC","MDH_plastid",0.113340595463683
"610","MYB-related","MDH_plastid",0.949616011562889
"611","GRAS","MDH_plastid",1
"612","BZR","MDH_plastid",1
"613","Alfin-like","MDH_plastid",1
"614","HSF","MDH_plastid",1
"615","CAMTA","MDH_plastid",1
"616","VOZ","MDH_plastid",1
"617","CCAAT-HAP3","MDH_plastid",1
"618","CCAAT-HAP5","MDH_plastid",1
"619","C2C2-CO-like","MDH_plastid",1
"620","C2C2-YABBY","MDH_plastid",1
"621","ABI3VP1","MDH_plastid",1
"622","CCAAT-HAP2","MDH_plastid",1
"623","TUB","MDH_plastid",1
"624","ZIM","MDH_plastid",1
"625","bHLH","OGDH_mitochondrion",0.988051613427178
"626","MYB","OGDH_mitochondrion",0.956430406734847
"627","E2F-DP","OGDH_mitochondrion",0.284159129112303
"628","AP2-EREBP","OGDH_mitochondrion",1.18127549473141e-11
"629","Trihelix","OGDH_mitochondrion",5.64357713493628e-06
"630","ARID","OGDH_mitochondrion",0.0500354003920082
"631","C2H2","OGDH_mitochondrion",0.793161330789814
"632","GeBP","OGDH_mitochondrion",0.000167449770903854
"633","NAC","OGDH_mitochondrion",0.720662411569285
"634","C2C2-Gata","OGDH_mitochondrion",0.971230856779565
"635","bZIP","OGDH_mitochondrion",0.258986565759958
"636","EIL","OGDH_mitochondrion",0.567064654403745
"637","LBD","OGDH_mitochondrion",0.00599851237801022
"638","MADS","OGDH_mitochondrion",1
"639","TCP","OGDH_mitochondrion",1
"640","SBP","OGDH_mitochondrion",1
"641","G2-like","OGDH_mitochondrion",0.917631299562279
"642","C3H","OGDH_mitochondrion",0.97575565295026
"643","CPP","OGDH_mitochondrion",0.394517930040823
"644","GRF","OGDH_mitochondrion",0.487960418418256
"645","REM","OGDH_mitochondrion",0.0778704089950001
"646","Homeobox","OGDH_mitochondrion",0.309064343029325
"647","PHD","OGDH_mitochondrion",0.153846153846154
"648","C2C2-Dof","OGDH_mitochondrion",0.891777361467333
"649","WRKY","OGDH_mitochondrion",0.948804766048802
"650","CCAAT-DR1","OGDH_mitochondrion",1
"651","ARF","OGDH_mitochondrion",0.523459815817623
"652","RAV","OGDH_mitochondrion",0.000143152912453697
"653","NLP","OGDH_mitochondrion",1
"654","ARR-B","OGDH_mitochondrion",1
"655","ZF-HD","OGDH_mitochondrion",1
"656","Whirly","OGDH_mitochondrion",1
"657","BBR/BPC","OGDH_mitochondrion",0.00628650072170797
"658","MYB-related","OGDH_mitochondrion",1
"659","GRAS","OGDH_mitochondrion",0.86697690909225
"660","BZR","OGDH_mitochondrion",1
"661","Alfin-like","OGDH_mitochondrion",1
"662","HSF","OGDH_mitochondrion",1
"663","CAMTA","OGDH_mitochondrion",1
"664","VOZ","OGDH_mitochondrion",1
"665","CCAAT-HAP3","OGDH_mitochondrion",0.487960418418256
"666","CCAAT-HAP5","OGDH_mitochondrion",1
"667","C2C2-CO-like","OGDH_mitochondrion",1
"668","C2C2-YABBY","OGDH_mitochondrion",1
"669","ABI3VP1","OGDH_mitochondrion",1
"670","CCAAT-HAP2","OGDH_mitochondrion",1
"671","TUB","OGDH_mitochondrion",1
"672","ZIM","OGDH_mitochondrion",1
"673","bHLH","PDH_mitochondrion",0.999709002981423
"674","MYB","PDH_mitochondrion",0.999077515342035
"675","E2F-DP","PDH_mitochondrion",0.739756966604001
"676","AP2-EREBP","PDH_mitochondrion",0.525444647862079
"677","Trihelix","PDH_mitochondrion",0.0156521076763838
"678","ARID","PDH_mitochondrion",0.0992196331911858
"679","C2H2","PDH_mitochondrion",0.178244666478408
"680","GeBP","PDH_mitochondrion",0.0308758484017686
"681","NAC","PDH_mitochondrion",0.0521438268146258
"682","C2C2-Gata","PDH_mitochondrion",0.00972018151424442
"683","bZIP","PDH_mitochondrion",0.519914215349163
"684","EIL","PDH_mitochondrion",0.965708900889647
"685","LBD","PDH_mitochondrion",0.00017412411736793
"686","MADS","PDH_mitochondrion",0.999667743046854
"687","TCP","PDH_mitochondrion",0.997733110611966
"688","SBP","PDH_mitochondrion",0.995522541457175
"689","G2-like","PDH_mitochondrion",3.59291945925984e-07
"690","C3H","PDH_mitochondrion",0.22809460628189
"691","CPP","PDH_mitochondrion",0.484393490084177
"692","GRF","PDH_mitochondrion",0.296665386907455
"693","REM","PDH_mitochondrion",0.756867197315946
"694","Homeobox","PDH_mitochondrion",0.973969791908387
"695","PHD","PDH_mitochondrion",0.48960498960499
"696","C2C2-Dof","PDH_mitochondrion",0.00363021172778415
"697","WRKY","PDH_mitochondrion",0.513411072658749
"698","CCAAT-DR1","PDH_mitochondrion",0.239453012605978
"699","ARF","PDH_mitochondrion",0.471733427938716
"700","RAV","PDH_mitochondrion",0.350904539833974
"701","NLP","PDH_mitochondrion",0.0570885695200201
"702","ARR-B","PDH_mitochondrion",0.0992196331911858
"703","ZF-HD","PDH_mitochondrion",0.0383264089932316
"704","Whirly","PDH_mitochondrion",0.48960498960499
"705","BBR/BPC","PDH_mitochondrion",0.0992196331911858
"706","MYB-related","PDH_mitochondrion",0.978311555773351
"707","GRAS","PDH_mitochondrion",0.786918403428273
"708","BZR","PDH_mitochondrion",0.480474323003243
"709","Alfin-like","PDH_mitochondrion",0.739756966604001
"710","HSF","PDH_mitochondrion",0.982585711423582
"711","CAMTA","PDH_mitochondrion",1
"712","VOZ","PDH_mitochondrion",1
"713","CCAAT-HAP3","PDH_mitochondrion",1
"714","CCAAT-HAP5","PDH_mitochondrion",1
"715","C2C2-CO-like","PDH_mitochondrion",1
"716","C2C2-YABBY","PDH_mitochondrion",1
"717","ABI3VP1","PDH_mitochondrion",1
"718","CCAAT-HAP2","PDH_mitochondrion",1
"719","TUB","PDH_mitochondrion",1
"720","ZIM","PDH_mitochondrion",1
"721","bHLH","PDH_plastid",0.00434052236942903
"722","MYB","PDH_plastid",0.020694689345326
"723","E2F-DP","PDH_plastid",0.56863194740406
"724","AP2-EREBP","PDH_plastid",0.141144450002159
"725","Trihelix","PDH_plastid",0.00457544225534982
"726","ARID","PDH_plastid",0.020029225425697
"727","C2H2","PDH_plastid",0.991038626182281
"728","GeBP","PDH_plastid",0.00486944946119978
"729","NAC","PDH_plastid",0.976986880561192
"730","C2C2-Gata","PDH_plastid",0.268898857274931
"731","bZIP","PDH_plastid",5.58130351315173e-05
"732","EIL","PDH_plastid",0.223956931104946
"733","LBD","PDH_plastid",0.0188813107064901
"734","MADS","PDH_plastid",0.973011012265186
"735","TCP","PDH_plastid",0.977647383251461
"736","SBP","PDH_plastid",0.9658262878556
"737","G2-like","PDH_plastid",0.908875253278634
"738","C3H","PDH_plastid",0.326173620963688
"739","CPP","PDH_plastid",0.272066411244351
"740","GRF","PDH_plastid",0.0136817967440342
"741","REM","PDH_plastid",0.755095238319639
"742","Homeobox","PDH_plastid",0.754486318920848
"743","PHD","PDH_plastid",0.343035343035343
"744","C2C2-Dof","PDH_plastid",0.999256789173221
"745","WRKY","PDH_plastid",0.999869869369058
"746","CCAAT-DR1","PDH_plastid",1
"747","ARF","PDH_plastid",0.312857528019727
"748","RAV","PDH_plastid",0.467341933115392
"749","NLP","PDH_plastid",0.119454219278953
"750","ARR-B","PDH_plastid",0.66843203748122
"751","ZF-HD","PDH_plastid",0.116638650898274
"752","Whirly","PDH_plastid",1
"753","BBR/BPC","PDH_plastid",0.00158112661242447
"754","MYB-related","PDH_plastid",0.800673870810419
"755","GRAS","PDH_plastid",0.993765695113777
"756","BZR","PDH_plastid",0.00465580974796989
"757","Alfin-like","PDH_plastid",1
"758","HSF","PDH_plastid",0.920255806482825
"759","CAMTA","PDH_plastid",0.343035343035343
"760","VOZ","PDH_plastid",0.343035343035343
"761","CCAAT-HAP3","PDH_plastid",1
"762","CCAAT-HAP5","PDH_plastid",1
"763","C2C2-CO-like","PDH_plastid",1
"764","C2C2-YABBY","PDH_plastid",1
"765","ABI3VP1","PDH_plastid",1
"766","CCAAT-HAP2","PDH_plastid",1
"767","TUB","PDH_plastid",1
"768","ZIM","PDH_plastid",1
"769","bHLH","SCL_mitochondrion",0.591969479553575
"770","MYB","SCL_mitochondrion",0.746565347972549
"771","E2F-DP","SCL_mitochondrion",1
"772","AP2-EREBP","SCL_mitochondrion",1
"773","Trihelix","SCL_mitochondrion",1
"774","ARID","SCL_mitochondrion",1
"775","C2H2","SCL_mitochondrion",1
"776","GeBP","SCL_mitochondrion",0.249894183635853
"777","NAC","SCL_mitochondrion",1
"778","C2C2-Gata","SCL_mitochondrion",1
"779","bZIP","SCL_mitochondrion",1
"780","EIL","SCL_mitochondrion",0.0854610372326905
"781","LBD","SCL_mitochondrion",0.000107116943618552
"782","MADS","SCL_mitochondrion",1
"783","TCP","SCL_mitochondrion",1
"784","SBP","SCL_mitochondrion",0.133386808815944
"785","G2-like","SCL_mitochondrion",1
"786","C3H","SCL_mitochondrion",0.0057425700722038
"787","CPP","SCL_mitochondrion",1
"788","GRF","SCL_mitochondrion",1
"789","REM","SCL_mitochondrion",1
"790","Homeobox","SCL_mitochondrion",1
"791","PHD","SCL_mitochondrion",0.0176715176715176
"792","C2C2-Dof","SCL_mitochondrion",1
"793","WRKY","SCL_mitochondrion",0.498936880706481
"794","CCAAT-DR1","SCL_mitochondrion",1
"795","ARF","SCL_mitochondrion",1
"796","RAV","SCL_mitochondrion",1
"797","NLP","SCL_mitochondrion",1
"798","ARR-B","SCL_mitochondrion",1
"799","ZF-HD","SCL_mitochondrion",1
"800","Whirly","SCL_mitochondrion",1
"801","BBR/BPC","SCL_mitochondrion",1
"802","MYB-related","SCL_mitochondrion",1
"803","GRAS","SCL_mitochondrion",1
"804","BZR","SCL_mitochondrion",1
"805","Alfin-like","SCL_mitochondrion",1
"806","HSF","SCL_mitochondrion",1
"807","CAMTA","SCL_mitochondrion",1
"808","VOZ","SCL_mitochondrion",1
"809","CCAAT-HAP3","SCL_mitochondrion",1
"810","CCAAT-HAP5","SCL_mitochondrion",1
"811","C2C2-CO-like","SCL_mitochondrion",1
"812","C2C2-YABBY","SCL_mitochondrion",1
"813","ABI3VP1","SCL_mitochondrion",1
"814","CCAAT-HAP2","SCL_mitochondrion",1
"815","TUB","SCL_mitochondrion",1
"816","ZIM","SCL_mitochondrion",1
"817","bHLH","SDH_mitochondrion",0.999595478502738
"818","MYB","SDH_mitochondrion",0.943946399666088
"819","E2F-DP","SDH_mitochondrion",0.627919202320867
"820","AP2-EREBP","SDH_mitochondrion",0.320282403267908
"821","Trihelix","SDH_mitochondrion",0.0121618915963225
"822","ARID","SDH_mitochondrion",0.0360110376838446
"823","C2H2","SDH_mitochondrion",0.966999889208822
"824","GeBP","SDH_mitochondrion",0.0475519143395889
"825","NAC","SDH_mitochondrion",0.537626884842571
"826","C2C2-Gata","SDH_mitochondrion",0.0268913923434515
"827","bZIP","SDH_mitochondrion",0.000546525337853995
"828","EIL","SDH_mitochondrion",0.645731531385509
"829","LBD","SDH_mitochondrion",0.0475519143395889
"830","MADS","SDH_mitochondrion",0.9340258824414
"831","TCP","SDH_mitochondrion",0.988552694473515
"832","SBP","SDH_mitochondrion",0.88357985971439
"833","G2-like","SDH_mitochondrion",0.999469587321179
"834","C3H","SDH_mitochondrion",0.337049042847357
"835","CPP","SDH_mitochondrion",0.773263263914279
"836","GRF","SDH_mitochondrion",0.167183073807864
"837","REM","SDH_mitochondrion",0.0859491231752893
"838","Homeobox","SDH_mitochondrion",0.000473338524357747
"839","PHD","SDH_mitochondrion",0.38981288981289
"840","C2C2-Dof","SDH_mitochondrion",0.993747010960685
"841","WRKY","SDH_mitochondrion",0.967162589594759
"842","CCAAT-DR1","SDH_mitochondrion",0.627919202320867
"843","ARF","SDH_mitochondrion",0.438991850091804
"844","RAV","SDH_mitochondrion",0.0467013973296155
"845","NLP","SDH_mitochondrion",0.861924657065629
"846","ARR-B","SDH_mitochondrion",0.434508362617574
"847","ZF-HD","SDH_mitochondrion",9.28967766931832e-05
"848","Whirly","SDH_mitochondrion",1
"849","BBR/BPC","SDH_mitochondrion",0.00342345425051966
"850","MYB-related","SDH_mitochondrion",0.264092432040237
"851","GRAS","SDH_mitochondrion",0.977539564477902
"852","BZR","SDH_mitochondrion",0.00885471815607383
"853","Alfin-like","SDH_mitochondrion",0.627919202320867
"854","HSF","SDH_mitochondrion",0.434508362617574
"855","CAMTA","SDH_mitochondrion",0.38981288981289
"856","VOZ","SDH_mitochondrion",0.38981288981289
"857","CCAAT-HAP3","SDH_mitochondrion",0.861924657065629
"858","CCAAT-HAP5","SDH_mitochondrion",0.968943789393085
"859","C2C2-CO-like","SDH_mitochondrion",0.507279084460226
"860","C2C2-YABBY","SDH_mitochondrion",1
"861","ABI3VP1","SDH_mitochondrion",1
"862","CCAAT-HAP2","SDH_mitochondrion",1
"863","TUB","SDH_mitochondrion",1
"864","ZIM","SDH_mitochondrion",1
